id_x,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,date_index,index,id_y,release_date,movie,production_budget,domestic_gross,worldwide_gross
10,"Some cast and crew from NBC's highly acclaimed, little-seen series Freaks and Geeks reunite for this teen comedy that also marks the first starring role for Tom Hanks' son, Colin. The younger Hanks plays Shaun Brumder, a high schooler eager to propel himself out of the land of surf bums and ranch homes to which the film's title refers. He's had his sights set on Stanford ever since he read the works of professor Marcus Skinner (Kevin Kline), and his transcript is stellar enough to gain him admission. Shaun is understandably furious, then, when he receives a rejection letter in the mail; after some detective work on his part, he realizes that his flaky counselor (Lily Tomlin) mistakenly sent the university the wrong papers. It's up to him to get to Stanford within 24 hours to set the record straight -- literally -- and he enlists the help of his slacker brother Lance (Jack Black) to do so. Orange County co-stars Catharine O'Hara and John Lithgow as Shaun and Lance's slightly unhinged parents; the film was directed by Jake Kasdan and written by Mike White, both of whom contributed to several episodes of Freaks and Geeks.",PG-13,Comedy,Jake Kasdan,Mike White,"Jan 11, 2002","Jun 18, 2002",$,"41,032,915",82.0,Paramount Pictures,2002-01-11,2002-01-11,89,"Jan 11, 2002",Orange County,18000000,41059716,43308707
14,"""Love Ranch"" is a bittersweet love story that turns explosive when the players in a romantic triangle lose control and cross the line. Set in the late-1970s, the film depicts larger than life personalities living on the edge, Grace Bontempo and Charlie Bontempo, the husband and wife team who own and run Nevada's first legalized brothel. Their lives are suddenly altered when Armando Bruza, a husky, world famous heavy weight boxer from South America is brought to the Ranch to train as part of Charlie's ever-expanding entrepreneurial empire. Plans quickly go awry when Bruza comes between Grace and Charlie as an unforeseen love triangle develops that erupts into uncontrollable passion and murder.",R,Drama,Taylor Hackford,Mark Jacobson,"Jun 30, 2010","Nov 9, 2010",$,"134,904",117.0,,2010-06-30,2010-06-30,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828
14,"""Love Ranch"" is a bittersweet love story that turns explosive when the players in a romantic triangle lose control and cross the line. Set in the late-1970s, the film depicts larger than life personalities living on the edge, Grace Bontempo and Charlie Bontempo, the husband and wife team who own and run Nevada's first legalized brothel. Their lives are suddenly altered when Armando Bruza, a husky, world famous heavy weight boxer from South America is brought to the Ranch to train as part of Charlie's ever-expanding entrepreneurial empire. Plans quickly go awry when Bruza comes between Grace and Charlie as an unforeseen love triangle develops that erupts into uncontrollable passion and murder.",R,Drama,Taylor Hackford,Mark Jacobson,"Jun 30, 2010","Nov 9, 2010",$,"134,904",117.0,,2010-06-30,2010-06-30,19,"Jun 30, 2010",Love Ranch,25000000,137885,146149
15,"When a diamond expedition in the Congo is lost, a scientist is sent in to find out what happened. Tagging along is an primatologist taking a trained gorilla back to the wild and a Romanian treasure hunter. Jungle adventure flick is fun but never realistic.",PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,Frank Marshall,John Patrick Shanley,"Jun 9, 1995","Jul 27, 1999",,,108.0,,1995-06-09,1995-06-09,11,"Jun 9, 1995",Congo,50000000,81022333,152022333
19,"While Microsoft may be the biggest software company in the world, not every computer user is a fan of their products, or their way of doing business. While Microsoft's Windows became the most widely used operating system for personal computers in the world, many experts took issue with Microsoft's strict policies regarding licensing, ownership, distribution, and alteration of their software. The objections of many high-profile technology experts, most notably Richard Stallman, led to what has become known as ""the Open Source Movement,"" which is centered on the belief that computer software should be free both in the economic and intellectual senses of the word. Eventually, one of Stallman's admirers, Linus Torvalds, created a new operating system called Linux, a freely distributed software which many programmers consider to be markedly superior to Windows. Revolution OS is a documentary that examines the genesis of the Open Source Movement, and explores and explains the technical and intellectual issues involved in a manner understandable to computer aficionados and non-techheads alike.",NR,Documentary|Special Interest,,,"Aug 23, 2002","Sep 30, 2003",,,90.0,Seventh Art Releasing,2002-08-23,2002-08-23,26,"Aug 23, 2002",Serving Sara,29000000,16930185,20146150
19,"While Microsoft may be the biggest software company in the world, not every computer user is a fan of their products, or their way of doing business. While Microsoft's Windows became the most widely used operating system for personal computers in the world, many experts took issue with Microsoft's strict policies regarding licensing, ownership, distribution, and alteration of their software. The objections of many high-profile technology experts, most notably Richard Stallman, led to what has become known as ""the Open Source Movement,"" which is centered on the belief that computer software should be free both in the economic and intellectual senses of the word. Eventually, one of Stallman's admirers, Linus Torvalds, created a new operating system called Linux, a freely distributed software which many programmers consider to be markedly superior to Windows. Revolution OS is a documentary that examines the genesis of the Open Source Movement, and explores and explains the technical and intellectual issues involved in a manner understandable to computer aficionados and non-techheads alike.",NR,Documentary|Special Interest,,,"Aug 23, 2002","Sep 30, 2003",,,90.0,Seventh Art Releasing,2002-08-23,2002-08-23,36,"Aug 23, 2002",Undisputed,20000000,12398628,12398628
19,"While Microsoft may be the biggest software company in the world, not every computer user is a fan of their products, or their way of doing business. While Microsoft's Windows became the most widely used operating system for personal computers in the world, many experts took issue with Microsoft's strict policies regarding licensing, ownership, distribution, and alteration of their software. The objections of many high-profile technology experts, most notably Richard Stallman, led to what has become known as ""the Open Source Movement,"" which is centered on the belief that computer software should be free both in the economic and intellectual senses of the word. Eventually, one of Stallman's admirers, Linus Torvalds, created a new operating system called Linux, a freely distributed software which many programmers consider to be markedly superior to Windows. Revolution OS is a documentary that examines the genesis of the Open Source Movement, and explores and explains the technical and intellectual issues involved in a manner understandable to computer aficionados and non-techheads alike.",NR,Documentary|Special Interest,,,"Aug 23, 2002","Sep 30, 2003",,,90.0,Seventh Art Releasing,2002-08-23,2002-08-23,17,"Aug 23, 2002",Crop Circles: Quest for Truth,600000,0,0
21,"Old-school comic Rodney ""I get no respect"" Dangerfield headlines this broad-based comedy satire of trashy '90s-style television talk-shows. He plays the title host of an afternoon show that has become so sleazy that all but his most die-hard fans have stopped watching. Studio executive Lenny Spencer (Burt Reynolds) is so disgusted, that he gives Sparks one week to improve the ratings or else. To this end, Sparks attends a special reception hosted by his arch nemesis, ultra-conservative Governor Floyd Preston (David Ogden Stiers).",R,Comedy,Peter Baldwin,Rodney Dangerfield|Harry Basil,"Jan 31, 1997","Sep 20, 1999",,,106.0,,1997-01-31,1997-01-31,25,"Jan 31, 1997",Shadow Conspiracy,45000000,2154540,2154540
21,"Old-school comic Rodney ""I get no respect"" Dangerfield headlines this broad-based comedy satire of trashy '90s-style television talk-shows. He plays the title host of an afternoon show that has become so sleazy that all but his most die-hard fans have stopped watching. Studio executive Lenny Spencer (Burt Reynolds) is so disgusted, that he gives Sparks one week to improve the ratings or else. To this end, Sparks attends a special reception hosted by his arch nemesis, ultra-conservative Governor Floyd Preston (David Ogden Stiers).",R,Comedy,Peter Baldwin,Rodney Dangerfield|Harry Basil,"Jan 31, 1997","Sep 20, 1999",,,106.0,,1997-01-31,1997-01-31,16,"Jan 31, 1997",Waiting for Guffman,4000000,2922988,2922988
1623,"This gritty urban comedy focuses on three heroin addicts, one of whom must be rushed to a hospital after an overdose. As the condition of Cookie remains to be foretold, the other two try desperately to get into a rehabilitation clinic but face a never-ending wall of red tape.",R,Comedy|Drama,Vondie Curtis-Hall,Vondie Curtis-Hall,"Jan 31, 1997","Dec 10, 1997",,,91.0,,1997-01-31,1997-01-31,25,"Jan 31, 1997",Shadow Conspiracy,45000000,2154540,2154540
1623,"This gritty urban comedy focuses on three heroin addicts, one of whom must be rushed to a hospital after an overdose. As the condition of Cookie remains to be foretold, the other two try desperately to get into a rehabilitation clinic but face a never-ending wall of red tape.",R,Comedy|Drama,Vondie Curtis-Hall,Vondie Curtis-Hall,"Jan 31, 1997","Dec 10, 1997",,,91.0,,1997-01-31,1997-01-31,16,"Jan 31, 1997",Waiting for Guffman,4000000,2922988,2922988
